date,start,end,n,filenames
"(2003, 3, 5)",17.25,18.833333333333332,2,"['A2003064185000.L2_LAC_OC.nc', 'A2003064171500.L2_LAC_OC.nc']"
"(2003, 3, 6)",17.916666666666668,17.916666666666668,1,['A2003065175500.L2_LAC_OC.nc']
"(2003, 3, 7)",18.666666666666668,18.666666666666668,1,['A2003066184000.L2_LAC_OC.nc']
"(2003, 3, 8)",17.75,17.75,1,['A2003067174500.L2_LAC_OC.nc']
"(2003, 3, 9)",18.416666666666668,18.416666666666668,1,['A2003068182500.L2_LAC_OC.nc']
"(2003, 3, 10)",17.5,17.5,1,['A2003069173000.L2_LAC_OC.nc']
"(2003, 3, 11)",18.25,18.25,1,['A2003070181500.L2_LAC_OC.nc']
"(2003, 3, 12)",17.333333333333332,18.916666666666668,2,"['A2003071185500.L2_LAC_OC.nc', 'A2003071172000.L2_LAC_OC.nc']"
"(2003, 3, 13)",18.0,18.0,1,['A2003072180000.L2_LAC_OC.nc']
"(2003, 3, 14)",18.75,18.75,1,['A2003073184500.L2_LAC_OC.nc']
"(2003, 3, 15)",17.833333333333332,17.833333333333332,1,['A2003074175000.L2_LAC_OC.nc']
"(2003, 3, 16)",18.5,18.5,1,['A2003075183000.L2_LAC_OC.nc']
"(2003, 3, 17)",17.583333333333332,17.583333333333332,1,['A2003076173500.L2_LAC_OC.nc']
"(2003, 3, 18)",18.333333333333332,18.333333333333332,1,['A2003077182000.L2_LAC_OC.nc']
"(2003, 3, 19)",17.416666666666668,19.083333333333332,3,"['A2003078190000.L2_LAC_OC.nc', 'A2003078172500.L2_LAC_OC.nc', 'A2003078190500.L2_LAC_OC.nc']"
"(2003, 3, 20)",18.083333333333332,18.166666666666668,2,"['A2003079180500.L2_LAC_OC.nc', 'A2003079181000.L2_LAC_OC.nc']"
"(2003, 3, 21)",17.166666666666668,18.833333333333332,3,"['A2003080171000.L2_LAC_OC.nc', 'A2003080185000.L2_LAC_OC.nc', 'A2003080171500.L2_LAC_OC.nc']"
"(2003, 3, 22)",17.916666666666668,17.916666666666668,1,['A2003081175500.L2_LAC_OC.nc']
"(2003, 3, 23)",18.666666666666668,18.666666666666668,1,['A2003082184000.L2_LAC_OC.nc']
"(2003, 3, 24)",17.75,17.75,1,['A2003083174500.L2_LAC_OC.nc']
"(2003, 3, 25)",18.416666666666668,18.416666666666668,1,['A2003084182500.L2_LAC_OC.nc']
"(2003, 3, 26)",17.5,17.5,1,['A2003085173000.L2_LAC_OC.nc']
"(2003, 3, 27)",18.25,18.25,1,['A2003086181500.L2_LAC_OC.nc']
"(2003, 3, 28)",17.333333333333332,18.916666666666668,2,"['A2003087185500.L2_LAC_OC.nc', 'A2003087172000.L2_LAC_OC.nc']"
"(2003, 3, 29)",18.0,18.0,1,['A2003088180000.L2_LAC_OC.nc']
"(2003, 3, 30)",17.083333333333332,18.75,2,"['A2003089170500.L2_LAC_OC.nc', 'A2003089184500.L2_LAC_OC.nc']"
"(2003, 3, 31)",17.833333333333332,17.833333333333332,1,['A2003090175000.L2_LAC_OC.nc']
"(2003, 4, 1)",18.5,18.583333333333332,2,"['A2003091183500.L2_LAC_OC.nc', 'A2003091183000.L2_LAC_OC.nc']"
"(2003, 4, 2)",17.583333333333332,17.666666666666668,2,"['A2003092174000.L2_LAC_OC.nc', 'A2003092173500.L2_LAC_OC.nc']"
"(2003, 4, 3)",18.333333333333332,18.333333333333332,1,['A2003093182000.L2_LAC_OC.nc']
"(2003, 4, 4)",17.416666666666668,19.083333333333332,2,"['A2003094172500.L2_LAC_OC.nc', 'A2003094190500.L2_LAC_OC.nc']"
"(2003, 4, 5)",18.083333333333332,18.166666666666668,2,"['A2003095180500.L2_LAC_OC.nc', 'A2003095181000.L2_LAC_OC.nc']"
"(2003, 4, 6)",17.25,18.833333333333332,2,"['A2003096171500.L2_LAC_OC.nc', 'A2003096185000.L2_LAC_OC.nc']"
"(2003, 4, 7)",17.916666666666668,17.916666666666668,1,['A2003097175500.L2_LAC_OC.nc']
"(2003, 4, 8)",18.666666666666668,18.666666666666668,1,['A2003098184000.L2_LAC_OC.nc']
"(2003, 4, 9)",17.75,17.75,1,['A2003099174500.L2_LAC_OC.nc']
"(2003, 4, 10)",18.416666666666668,18.416666666666668,1,['A2003100182500.L2_LAC_OC.nc']
"(2003, 4, 11)",17.5,17.5,1,['A2003101173000.L2_LAC_OC.nc']
"(2003, 4, 12)",18.25,18.25,1,['A2003102181500.L2_LAC_OC.nc']
"(2003, 4, 13)",17.333333333333332,18.916666666666668,2,"['A2003103172000.L2_LAC_OC.nc', 'A2003103185500.L2_LAC_OC.nc']"
"(2003, 4, 14)",18.0,18.0,1,['A2003104180000.L2_LAC_OC.nc']
"(2003, 4, 15)",17.083333333333332,18.75,2,"['A2003105184500.L2_LAC_OC.nc', 'A2003105170500.L2_LAC_OC.nc']"
"(2003, 4, 16)",17.833333333333332,17.833333333333332,1,['A2003106175000.L2_LAC_OC.nc']
"(2003, 4, 17)",18.5,18.583333333333332,2,"['A2003107183000.L2_LAC_OC.nc', 'A2003107183500.L2_LAC_OC.nc']"
"(2003, 4, 18)",17.583333333333332,17.666666666666668,2,"['A2003108173500.L2_LAC_OC.nc', 'A2003108174000.L2_LAC_OC.nc']"
"(2003, 4, 19)",18.333333333333332,18.333333333333332,1,['A2003109182000.L2_LAC_OC.nc']
"(2003, 4, 20)",17.416666666666668,19.083333333333332,2,"['A2003110190500.L2_LAC_OC.nc', 'A2003110172500.L2_LAC_OC.nc']"
"(2003, 4, 21)",18.083333333333332,18.166666666666668,2,"['A2003111181000.L2_LAC_OC.nc', 'A2003111180500.L2_LAC_OC.nc']"
"(2003, 4, 22)",17.25,18.833333333333332,2,"['A2003112185000.L2_LAC_OC.nc', 'A2003112171500.L2_LAC_OC.nc']"
"(2003, 4, 23)",17.916666666666668,17.916666666666668,1,['A2003113175500.L2_LAC_OC.nc']
"(2003, 4, 24)",18.666666666666668,18.666666666666668,1,['A2003114184000.L2_LAC_OC.nc']
"(2003, 4, 25)",17.75,17.75,1,['A2003115174500.L2_LAC_OC.nc']
"(2003, 4, 26)",18.416666666666668,18.416666666666668,1,['A2003116182500.L2_LAC_OC.nc']
"(2003, 4, 27)",17.5,17.5,1,['A2003117173000.L2_LAC_OC.nc']
"(2003, 4, 28)",18.25,18.25,1,['A2003118181500.L2_LAC_OC.nc']
"(2003, 4, 29)",17.333333333333332,18.916666666666668,2,"['A2003119185500.L2_LAC_OC.nc', 'A2003119172000.L2_LAC_OC.nc']"
"(2003, 4, 30)",18.0,18.0,1,['A2003120180000.L2_LAC_OC.nc']
"(2003, 5, 1)",17.083333333333332,18.75,2,"['A2003121170500.L2_LAC_OC.nc', 'A2003121184500.L2_LAC_OC.nc']"
"(2003, 5, 2)",17.833333333333332,17.833333333333332,1,['A2003122175000.L2_LAC_OC.nc']
"(2003, 5, 3)",18.5,18.583333333333332,2,"['A2003123183500.L2_LAC_OC.nc', 'A2003123183000.L2_LAC_OC.nc']"
"(2003, 5, 4)",17.583333333333332,17.666666666666668,2,"['A2003124174000.L2_LAC_OC.nc', 'A2003124173500.L2_LAC_OC.nc']"
"(2003, 5, 5)",18.333333333333332,18.333333333333332,1,['A2003125182000.L2_LAC_OC.nc']
"(2003, 5, 6)",17.416666666666668,19.083333333333332,2,"['A2003126172500.L2_LAC_OC.nc', 'A2003126190500.L2_LAC_OC.nc']"
"(2003, 5, 7)",18.166666666666668,18.166666666666668,1,['A2003127181000.L2_LAC_OC.nc']
"(2003, 5, 8)",17.25,18.833333333333332,2,"['A2003128185000.L2_LAC_OC.nc', 'A2003128171500.L2_LAC_OC.nc']"
"(2003, 5, 9)",17.916666666666668,17.916666666666668,1,['A2003129175500.L2_LAC_OC.nc']
"(2003, 5, 10)",18.666666666666668,18.666666666666668,1,['A2003130184000.L2_LAC_OC.nc']
"(2003, 5, 11)",17.75,17.75,1,['A2003131174500.L2_LAC_OC.nc']
"(2003, 5, 12)",18.416666666666668,18.416666666666668,1,['A2003132182500.L2_LAC_OC.nc']
"(2003, 5, 13)",17.5,17.5,1,['A2003133173000.L2_LAC_OC.nc']
"(2003, 5, 14)",18.25,18.25,1,['A2003134181500.L2_LAC_OC.nc']
"(2003, 5, 15)",17.333333333333332,19.0,3,"['A2003135185500.L2_LAC_OC.nc', 'A2003135190000.L2_LAC_OC.nc', 'A2003135172000.L2_LAC_OC.nc']"
"(2003, 5, 16)",18.0,18.0,1,['A2003136180000.L2_LAC_OC.nc']
"(2003, 5, 17)",17.083333333333332,18.75,2,"['A2003137184500.L2_LAC_OC.nc', 'A2003137170500.L2_LAC_OC.nc']"
"(2003, 5, 18)",17.833333333333332,17.833333333333332,1,['A2003138175000.L2_LAC_OC.nc']
"(2003, 5, 19)",18.5,18.583333333333332,2,"['A2003139183000.L2_LAC_OC.nc', 'A2003139183500.L2_LAC_OC.nc']"
"(2003, 5, 20)",17.583333333333332,17.666666666666668,2,"['A2003140173500.L2_LAC_OC.nc', 'A2003140174000.L2_LAC_OC.nc']"
"(2003, 5, 21)",18.333333333333332,18.333333333333332,1,['A2003141182000.L2_LAC_OC.nc']
"(2003, 5, 22)",17.416666666666668,19.083333333333332,2,"['A2003142190500.L2_LAC_OC.nc', 'A2003142172500.L2_LAC_OC.nc']"
"(2003, 5, 23)",18.166666666666668,18.166666666666668,1,['A2003143181000.L2_LAC_OC.nc']
"(2003, 5, 24)",17.25,18.833333333333332,2,"['A2003144171500.L2_LAC_OC.nc', 'A2003144185000.L2_LAC_OC.nc']"
"(2003, 5, 25)",17.916666666666668,17.916666666666668,1,['A2003145175500.L2_LAC_OC.nc']
"(2003, 5, 26)",18.666666666666668,18.666666666666668,1,['A2003146184000.L2_LAC_OC.nc']
"(2003, 5, 27)",17.75,17.75,1,['A2003147174500.L2_LAC_OC.nc']
"(2003, 5, 28)",18.416666666666668,18.416666666666668,1,['A2003148182500.L2_LAC_OC.nc']
"(2003, 5, 29)",17.5,17.5,1,['A2003149173000.L2_LAC_OC.nc']
"(2003, 5, 30)",18.25,18.25,1,['A2003150181500.L2_LAC_OC.nc']
"(2003, 5, 31)",17.333333333333332,18.916666666666668,2,"['A2003151172000.L2_LAC_OC.nc', 'A2003151185500.L2_LAC_OC.nc']"
"(2003, 6, 1)",18.0,18.0,1,['A2003152180000.L2_LAC_OC.nc']
"(2003, 6, 2)",17.083333333333332,18.75,2,"['A2003153184500.L2_LAC_OC.nc', 'A2003153170500.L2_LAC_OC.nc']"
"(2003, 6, 3)",17.833333333333332,17.833333333333332,1,['A2003154175000.L2_LAC_OC.nc']
"(2003, 6, 4)",18.5,18.583333333333332,2,"['A2003155183000.L2_LAC_OC.nc', 'A2003155183500.L2_LAC_OC.nc']"
"(2003, 6, 5)",17.583333333333332,17.666666666666668,2,"['A2003156173500.L2_LAC_OC.nc', 'A2003156174000.L2_LAC_OC.nc']"
"(2003, 6, 6)",18.333333333333332,18.333333333333332,1,['A2003157182000.L2_LAC_OC.nc']
"(2003, 6, 7)",17.416666666666668,19.083333333333332,2,"['A2003158190500.L2_LAC_OC.nc', 'A2003158172500.L2_LAC_OC.nc']"
"(2003, 6, 8)",18.083333333333332,18.166666666666668,2,"['A2003159181000.L2_LAC_OC.nc', 'A2003159180500.L2_LAC_OC.nc']"
"(2003, 6, 9)",17.25,18.833333333333332,2,"['A2003160185000.L2_LAC_OC.nc', 'A2003160171500.L2_LAC_OC.nc']"
"(2003, 6, 10)",17.916666666666668,17.916666666666668,1,['A2003161175500.L2_LAC_OC.nc']
"(2003, 6, 11)",18.666666666666668,18.666666666666668,1,['A2003162184000.L2_LAC_OC.nc']
"(2003, 6, 12)",17.75,17.75,1,['A2003163174500.L2_LAC_OC.nc']
"(2003, 6, 13)",18.416666666666668,18.416666666666668,1,['A2003164182500.L2_LAC_OC.nc']
"(2003, 6, 14)",17.5,17.5,1,['A2003165173000.L2_LAC_OC.nc']
"(2003, 6, 15)",18.25,18.25,1,['A2003166181500.L2_LAC_OC.nc']
"(2003, 6, 16)",17.333333333333332,18.916666666666668,2,"['A2003167185500.L2_LAC_OC.nc', 'A2003167172000.L2_LAC_OC.nc']"
"(2003, 6, 17)",18.0,18.0,1,['A2003168180000.L2_LAC_OC.nc']
"(2003, 6, 18)",17.083333333333332,18.75,2,"['A2003169170500.L2_LAC_OC.nc', 'A2003169184500.L2_LAC_OC.nc']"
"(2003, 6, 19)",17.833333333333332,17.833333333333332,1,['A2003170175000.L2_LAC_OC.nc']
"(2003, 6, 20)",18.5,18.583333333333332,2,"['A2003171183500.L2_LAC_OC.nc', 'A2003171183000.L2_LAC_OC.nc']"
"(2003, 6, 21)",17.583333333333332,17.666666666666668,2,"['A2003172174000.L2_LAC_OC.nc', 'A2003172173500.L2_LAC_OC.nc']"
"(2003, 6, 22)",18.333333333333332,18.333333333333332,1,['A2003173182000.L2_LAC_OC.nc']
"(2003, 6, 23)",17.416666666666668,19.083333333333332,2,"['A2003174172500.L2_LAC_OC.nc', 'A2003174190500.L2_LAC_OC.nc']"
"(2003, 6, 24)",18.083333333333332,18.166666666666668,2,"['A2003175180500.L2_LAC_OC.nc', 'A2003175181000.L2_LAC_OC.nc']"
"(2003, 6, 25)",17.25,18.833333333333332,2,"['A2003176171500.L2_LAC_OC.nc', 'A2003176185000.L2_LAC_OC.nc']"
"(2003, 6, 26)",17.916666666666668,17.916666666666668,1,['A2003177175500.L2_LAC_OC.nc']
"(2003, 6, 27)",18.666666666666668,18.666666666666668,1,['A2003178184000.L2_LAC_OC.nc']
"(2003, 6, 28)",17.75,17.75,1,['A2003179174500.L2_LAC_OC.nc']
"(2003, 6, 29)",18.416666666666668,18.416666666666668,1,['A2003180182500.L2_LAC_OC.nc']
"(2003, 6, 30)",17.5,17.5,1,['A2003181173000.L2_LAC_OC.nc']
"(2003, 7, 1)",18.25,18.25,1,['A2003182181500.L2_LAC_OC.nc']
"(2003, 7, 2)",17.333333333333332,18.916666666666668,2,"['A2003183172000.L2_LAC_OC.nc', 'A2003183185500.L2_LAC_OC.nc']"
"(2003, 7, 3)",18.0,18.0,1,['A2003184180000.L2_LAC_OC.nc']
"(2003, 7, 4)",17.083333333333332,18.75,2,"['A2003185184500.L2_LAC_OC.nc', 'A2003185170500.L2_LAC_OC.nc']"
"(2003, 7, 5)",17.833333333333332,17.833333333333332,1,['A2003186175000.L2_LAC_OC.nc']
"(2003, 7, 6)",18.5,18.583333333333332,2,"['A2003187183000.L2_LAC_OC.nc', 'A2003187183500.L2_LAC_OC.nc']"
"(2003, 7, 7)",17.583333333333332,17.666666666666668,2,"['A2003188173500.L2_LAC_OC.nc', 'A2003188174000.L2_LAC_OC.nc']"
"(2003, 7, 8)",18.333333333333332,18.333333333333332,1,['A2003189182000.L2_LAC_OC.nc']
"(2003, 7, 9)",17.416666666666668,19.083333333333332,2,"['A2003190190500.L2_LAC_OC.nc', 'A2003190172500.L2_LAC_OC.nc']"
"(2003, 7, 10)",18.166666666666668,18.166666666666668,1,['A2003191181000.L2_LAC_OC.nc']
"(2003, 7, 11)",17.25,18.833333333333332,2,"['A2003192171500.L2_LAC_OC.nc', 'A2003192185000.L2_LAC_OC.nc']"
"(2003, 7, 12)",17.916666666666668,17.916666666666668,1,['A2003193175500.L2_LAC_OC.nc']
"(2003, 7, 13)",18.666666666666668,18.666666666666668,1,['A2003194184000.L2_LAC_OC.nc']
"(2003, 7, 14)",17.75,17.75,1,['A2003195174500.L2_LAC_OC.nc']
"(2003, 7, 15)",18.416666666666668,18.416666666666668,1,['A2003196182500.L2_LAC_OC.nc']
"(2003, 7, 16)",17.5,17.5,1,['A2003197173000.L2_LAC_OC.nc']
"(2003, 7, 17)",18.25,18.25,1,['A2003198181500.L2_LAC_OC.nc']
"(2003, 7, 18)",17.333333333333332,18.916666666666668,2,"['A2003199172000.L2_LAC_OC.nc', 'A2003199185500.L2_LAC_OC.nc']"
"(2003, 7, 19)",18.0,18.0,1,['A2003200180000.L2_LAC_OC.nc']
"(2003, 7, 20)",17.083333333333332,18.75,2,"['A2003201184500.L2_LAC_OC.nc', 'A2003201170500.L2_LAC_OC.nc']"
"(2003, 7, 21)",17.833333333333332,17.833333333333332,1,['A2003202175000.L2_LAC_OC.nc']
"(2003, 7, 22)",18.5,18.583333333333332,2,"['A2003203183000.L2_LAC_OC.nc', 'A2003203183500.L2_LAC_OC.nc']"
"(2003, 7, 24)",18.333333333333332,18.333333333333332,1,['A2003205182000.L2_LAC_OC.nc']
"(2003, 7, 25)",17.416666666666668,19.083333333333332,2,"['A2003206172500.L2_LAC_OC.nc', 'A2003206190500.L2_LAC_OC.nc']"
"(2003, 7, 26)",18.083333333333332,18.166666666666668,2,"['A2003207180500.L2_LAC_OC.nc', 'A2003207181000.L2_LAC_OC.nc']"
"(2003, 7, 27)",17.25,18.833333333333332,2,"['A2003208171500.L2_LAC_OC.nc', 'A2003208185000.L2_LAC_OC.nc']"
"(2003, 7, 28)",17.916666666666668,17.916666666666668,1,['A2003209175500.L2_LAC_OC.nc']
"(2003, 7, 29)",18.666666666666668,18.666666666666668,1,['A2003210184000.L2_LAC_OC.nc']
"(2003, 7, 30)",17.75,17.75,1,['A2003211174500.L2_LAC_OC.nc']
"(2003, 7, 31)",18.416666666666668,18.416666666666668,1,['A2003212182500.L2_LAC_OC.nc']
"(2003, 8, 1)",17.5,17.5,1,['A2003213173000.L2_LAC_OC.nc']
"(2003, 8, 2)",18.25,18.25,1,['A2003214181500.L2_LAC_OC.nc']
"(2003, 8, 3)",17.333333333333332,18.916666666666668,2,"['A2003215172000.L2_LAC_OC.nc', 'A2003215185500.L2_LAC_OC.nc']"
"(2003, 8, 4)",18.0,18.0,1,['A2003216180000.L2_LAC_OC.nc']
"(2003, 8, 5)",18.75,18.75,1,['A2003217184500.L2_LAC_OC.nc']
"(2003, 8, 6)",17.833333333333332,17.833333333333332,1,['A2003218175000.L2_LAC_OC.nc']
"(2003, 8, 7)",18.5,18.5,1,['A2003219183000.L2_LAC_OC.nc']
"(2003, 8, 8)",17.583333333333332,17.583333333333332,1,['A2003220173500.L2_LAC_OC.nc']
"(2003, 8, 9)",18.333333333333332,18.333333333333332,1,['A2003221182000.L2_LAC_OC.nc']
"(2003, 8, 10)",17.416666666666668,19.083333333333332,3,"['A2003222190500.L2_LAC_OC.nc', 'A2003222172500.L2_LAC_OC.nc', 'A2003222190000.L2_LAC_OC.nc']"
"(2003, 8, 11)",18.083333333333332,18.166666666666668,2,"['A2003223181000.L2_LAC_OC.nc', 'A2003223180500.L2_LAC_OC.nc']"
"(2003, 8, 12)",17.166666666666668,18.833333333333332,3,"['A2003224171500.L2_LAC_OC.nc', 'A2003224171000.L2_LAC_OC.nc', 'A2003224185000.L2_LAC_OC.nc']"
"(2003, 8, 13)",17.916666666666668,17.916666666666668,1,['A2003225175500.L2_LAC_OC.nc']
"(2003, 8, 14)",18.666666666666668,18.666666666666668,1,['A2003226184000.L2_LAC_OC.nc']
"(2003, 8, 15)",17.75,17.75,1,['A2003227174500.L2_LAC_OC.nc']
"(2003, 8, 16)",18.416666666666668,18.416666666666668,1,['A2003228182500.L2_LAC_OC.nc']
"(2003, 8, 17)",17.5,17.5,1,['A2003229173000.L2_LAC_OC.nc']
"(2003, 8, 18)",18.25,18.25,1,['A2003230181500.L2_LAC_OC.nc']
"(2003, 8, 19)",17.333333333333332,18.916666666666668,2,"['A2003231172000.L2_LAC_OC.nc', 'A2003231185500.L2_LAC_OC.nc']"
"(2003, 8, 20)",18.0,18.0,1,['A2003232180000.L2_LAC_OC.nc']
"(2003, 8, 21)",18.75,18.75,1,['A2003233184500.L2_LAC_OC.nc']
"(2003, 8, 22)",17.833333333333332,17.833333333333332,1,['A2003234175000.L2_LAC_OC.nc']
"(2003, 8, 23)",18.5,18.583333333333332,2,"['A2003235183500.L2_LAC_OC.nc', 'A2003235183000.L2_LAC_OC.nc']"
"(2003, 8, 24)",17.583333333333332,17.666666666666668,2,"['A2003236174000.L2_LAC_OC.nc', 'A2003236173500.L2_LAC_OC.nc']"
"(2003, 8, 25)",18.333333333333332,18.333333333333332,1,['A2003237182000.L2_LAC_OC.nc']
"(2003, 8, 26)",17.416666666666668,19.083333333333332,2,"['A2003238172500.L2_LAC_OC.nc', 'A2003238190500.L2_LAC_OC.nc']"
"(2003, 8, 27)",18.083333333333332,18.166666666666668,2,"['A2003239180500.L2_LAC_OC.nc', 'A2003239181000.L2_LAC_OC.nc']"
"(2003, 8, 28)",17.25,18.833333333333332,2,"['A2003240171500.L2_LAC_OC.nc', 'A2003240185000.L2_LAC_OC.nc']"
"(2003, 8, 29)",17.916666666666668,17.916666666666668,1,['A2003241175500.L2_LAC_OC.nc']
"(2003, 8, 30)",18.666666666666668,18.666666666666668,1,['A2003242184000.L2_LAC_OC.nc']
"(2003, 8, 31)",17.75,17.75,1,['A2003243174500.L2_LAC_OC.nc']
"(2003, 9, 1)",18.416666666666668,18.416666666666668,1,['A2003244182500.L2_LAC_OC.nc']
"(2003, 9, 2)",17.5,17.5,1,['A2003245173000.L2_LAC_OC.nc']
"(2003, 9, 3)",18.25,18.25,1,['A2003246181500.L2_LAC_OC.nc']
"(2003, 9, 4)",17.333333333333332,18.916666666666668,2,"['A2003247172000.L2_LAC_OC.nc', 'A2003247185500.L2_LAC_OC.nc']"
"(2003, 9, 5)",18.0,18.0,1,['A2003248180000.L2_LAC_OC.nc']
"(2003, 9, 6)",17.083333333333332,18.75,2,"['A2003249184500.L2_LAC_OC.nc', 'A2003249170500.L2_LAC_OC.nc']"
"(2003, 9, 7)",17.833333333333332,17.833333333333332,1,['A2003250175000.L2_LAC_OC.nc']
"(2003, 9, 8)",18.5,18.583333333333332,2,"['A2003251183000.L2_LAC_OC.nc', 'A2003251183500.L2_LAC_OC.nc']"
"(2003, 9, 9)",17.583333333333332,17.666666666666668,2,"['A2003252173500.L2_LAC_OC.nc', 'A2003252174000.L2_LAC_OC.nc']"
"(2003, 9, 10)",18.333333333333332,18.333333333333332,1,['A2003253182000.L2_LAC_OC.nc']
"(2003, 9, 11)",17.416666666666668,19.083333333333332,2,"['A2003254190500.L2_LAC_OC.nc', 'A2003254172500.L2_LAC_OC.nc']"
"(2003, 9, 12)",18.166666666666668,18.166666666666668,1,['A2003255181000.L2_LAC_OC.nc']
"(2003, 9, 13)",17.25,18.833333333333332,2,"['A2003256171500.L2_LAC_OC.nc', 'A2003256185000.L2_LAC_OC.nc']"
"(2003, 9, 14)",17.916666666666668,17.916666666666668,1,['A2003257175500.L2_LAC_OC.nc']
"(2003, 9, 15)",18.666666666666668,18.666666666666668,1,['A2003258184000.L2_LAC_OC.nc']
"(2003, 9, 16)",17.75,17.75,1,['A2003259174500.L2_LAC_OC.nc']
"(2003, 9, 17)",18.416666666666668,18.416666666666668,1,['A2003260182500.L2_LAC_OC.nc']
"(2003, 9, 18)",17.5,17.5,1,['A2003261173000.L2_LAC_OC.nc']
"(2003, 9, 19)",18.25,18.25,1,['A2003262181500.L2_LAC_OC.nc']
"(2003, 9, 20)",17.333333333333332,19.0,3,"['A2003263172000.L2_LAC_OC.nc', 'A2003263190000.L2_LAC_OC.nc', 'A2003263185500.L2_LAC_OC.nc']"
"(2003, 9, 21)",18.0,18.0,1,['A2003264180000.L2_LAC_OC.nc']
"(2003, 9, 22)",17.083333333333332,18.75,2,"['A2003265170500.L2_LAC_OC.nc', 'A2003265184500.L2_LAC_OC.nc']"
"(2003, 9, 23)",17.833333333333332,17.833333333333332,1,['A2003266175000.L2_LAC_OC.nc']
"(2003, 9, 24)",18.5,18.583333333333332,2,"['A2003267183500.L2_LAC_OC.nc', 'A2003267183000.L2_LAC_OC.nc']"
"(2003, 9, 25)",17.583333333333332,17.666666666666668,2,"['A2003268174000.L2_LAC_OC.nc', 'A2003268173500.L2_LAC_OC.nc']"
"(2003, 9, 26)",18.333333333333332,18.333333333333332,1,['A2003269182000.L2_LAC_OC.nc']
"(2003, 9, 27)",17.416666666666668,19.083333333333332,2,"['A2003270172500.L2_LAC_OC.nc', 'A2003270190500.L2_LAC_OC.nc']"
"(2003, 9, 28)",18.166666666666668,18.166666666666668,1,['A2003271181000.L2_LAC_OC.nc']
"(2003, 9, 29)",17.25,18.833333333333332,2,"['A2003272185000.L2_LAC_OC.nc', 'A2003272171500.L2_LAC_OC.nc']"
"(2003, 9, 30)",17.916666666666668,17.916666666666668,1,['A2003273175500.L2_LAC_OC.nc']
"(2003, 10, 1)",18.666666666666668,18.666666666666668,1,['A2003274184000.L2_LAC_OC.nc']
"(2003, 10, 2)",17.75,17.75,1,['A2003275174500.L2_LAC_OC.nc']
"(2003, 10, 3)",18.416666666666668,18.416666666666668,1,['A2003276182500.L2_LAC_OC.nc']
"(2003, 10, 4)",17.5,17.5,1,['A2003277173000.L2_LAC_OC.nc']
"(2003, 10, 5)",18.25,18.25,1,['A2003278181500.L2_LAC_OC.nc']
"(2003, 10, 6)",17.333333333333332,18.916666666666668,2,"['A2003279185500.L2_LAC_OC.nc', 'A2003279172000.L2_LAC_OC.nc']"
"(2003, 10, 7)",18.0,18.0,1,['A2003280180000.L2_LAC_OC.nc']
"(2003, 10, 8)",17.083333333333332,18.75,2,"['A2003281170500.L2_LAC_OC.nc', 'A2003281184500.L2_LAC_OC.nc']"
"(2003, 10, 9)",17.833333333333332,17.833333333333332,1,['A2003282175000.L2_LAC_OC.nc']
"(2003, 10, 10)",18.5,18.583333333333332,2,"['A2003283183500.L2_LAC_OC.nc', 'A2003283183000.L2_LAC_OC.nc']"
"(2003, 10, 11)",17.583333333333332,17.666666666666668,2,"['A2003284174000.L2_LAC_OC.nc', 'A2003284173500.L2_LAC_OC.nc']"
"(2003, 10, 12)",18.333333333333332,18.333333333333332,1,['A2003285182000.L2_LAC_OC.nc']
"(2003, 10, 13)",17.416666666666668,19.083333333333332,2,"['A2003286172500.L2_LAC_OC.nc', 'A2003286190500.L2_LAC_OC.nc']"
"(2003, 10, 14)",18.166666666666668,18.166666666666668,1,['A2003287181000.L2_LAC_OC.nc']
"(2003, 10, 15)",17.25,18.833333333333332,2,"['A2003288185000.L2_LAC_OC.nc', 'A2003288171500.L2_LAC_OC.nc']"
"(2003, 10, 16)",17.916666666666668,17.916666666666668,1,['A2003289175500.L2_LAC_OC.nc']
"(2003, 10, 17)",18.666666666666668,18.666666666666668,1,['A2003290184000.L2_LAC_OC.nc']
"(2003, 10, 18)",17.75,17.75,1,['A2003291174500.L2_LAC_OC.nc']
"(2003, 10, 19)",18.416666666666668,18.416666666666668,1,['A2003292182500.L2_LAC_OC.nc']
"(2003, 10, 20)",17.5,17.5,1,['A2003293173000.L2_LAC_OC.nc']
"(2003, 10, 21)",18.25,18.25,1,['A2003294181500.L2_LAC_OC.nc']
"(2003, 10, 22)",17.333333333333332,19.0,3,"['A2003295185500.L2_LAC_OC.nc', 'A2003295190000.L2_LAC_OC.nc', 'A2003295172000.L2_LAC_OC.nc']"
"(2003, 10, 23)",18.0,18.0,1,['A2003296180000.L2_LAC_OC.nc']
"(2003, 10, 24)",17.083333333333332,18.75,2,"['A2003297184500.L2_LAC_OC.nc', 'A2003297170500.L2_LAC_OC.nc']"
"(2003, 10, 25)",17.833333333333332,17.833333333333332,1,['A2003298175000.L2_LAC_OC.nc']
"(2003, 10, 26)",18.5,18.583333333333332,2,"['A2003299183000.L2_LAC_OC.nc', 'A2003299183500.L2_LAC_OC.nc']"
"(2003, 10, 27)",17.583333333333332,17.666666666666668,2,"['A2003300173500.L2_LAC_OC.nc', 'A2003300174000.L2_LAC_OC.nc']"
"(2003, 10, 28)",18.333333333333332,18.333333333333332,1,['A2003301182000.L2_LAC_OC.nc']
